2016-06-04T09:53:45.530902
E0:43:DB	Shenzhen ViewAt Technology Co.,Ltd.
00:03:37	Vaone, Inc.
00:03:3C	Daiden Co., Ltd.
00:03:29	F3, Inc.
00:03:30	Imagenics, Co., Ltd.
00:03:21	Reco Research Co., Ltd.
00:03:24	SANYO Consumer Electronics Co., Ltd.
00:03:1B	Cellvision Systems, Inc.
00:01:A8	Welltech Computer Co., Ltd.
00:03:0F	Digital China (Shanghai) Networks Ltd.
00:03:14	Teleware Network Systems
00:03:0C	Telesoft Technologies Ltd.
00:03:08	AM Communications, Inc.
00:02:FC	Cisco Systems, Inc
00:03:01	EXFO
00:02:F9	MIMOS Berhad
00:02:F5	VIVE Synergies, Inc.
00:02:EA	Focus Enhancements
00:02:69	Nadatel Co., Ltd
00:02:65	Virditech Co. Ltd.
00:02:5E	High Technology Ltd
00:02:61	Tilgin AB
00:02:59	Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group
00:02:55	IBM Corp
00:02:49	Aviv Infocom Co, Ltd.
00:02:50	Geyser Networks, Inc.
00:02:42	Videoframe Systems
00:02:44	SURECOM Technology Co.
00:02:2C	ABB Bomem, Inc.
00:02:3A	ZSK Stickmaschinen GmbH
00:04:25	Atmel Corporation
00:04:19	Fibercycle Networks, Inc.
00:04:1A	Ines Test and Measurement GmbH & CoKG
00:04:14	Umezawa Musen Denki Co., Ltd.
00:04:07	Topcon Positioning Systems, Inc.
00:03:F7	Plast-Control GmbH
00:03:FE	Cisco Systems, Inc
00:03:FD	Cisco Systems, Inc
00:04:01	Osaki Electric Co., Ltd.
00:03:F0	Redfern Broadband Networks
00:03:EB	Atrica
00:03:E5	Hermstedt SG
00:02:A3	ABB Switzerland Ltd, Power Systems
00:02:98	Broadframe Corporation
00:02:92	Logic Innovations, Inc.
00:02:8D	Movita Technologies, Inc.
00:02:83	Spectrum Controls, Inc.
00:02:77	Cash Systemes Industrie
00:02:7C	Trilithic, Inc.
00:02:75	SMART Technologies, Inc.
00:02:70	Crewave Co., Ltd.
00:01:04	DVICO Co., Ltd.
00:01:10	Gotham Networks
00:01:0C	System Talks Inc.
00:01:13	OLYMPUS CORPORATION
00:01:00	EQUIP'TRANS
00:B0:AC	SIAE-Microelettronica S.p.A.
00:B0:17	InfoGear Technology Corp.
00:30:F0	Uniform Industrial Corp.
00:B0:CE	TECHNOLOGY RESCUE
00:B0:80	Mannesmann Ipulsys B.V.
00:B0:9A	Morrow Technologies Corp.
00:B0:91	Transmeta Corp.
00:30:BE	City-Net Technology, Inc.
00:02:33	Mantra Communications, Inc.
00:02:2F	P-Cube, Ltd.
00:02:27	ESD Electronic System Design GmbH
00:02:1F	Aculab PLC
00:02:1B	Kollmorgen-Servotronix
00:02:0C	Metro-Optix
00:02:18	Advanced Scientific Corp
00:02:13	S.D.E.L.
00:02:0F	AATR
00:01:F9	TeraGlobal Communications Corp.
00:02:00	Net & Sys Co., Ltd.
00:01:FC	Keyence Corporation
00:01:F3	QPS, Inc.
00:01:E4	Sitera, Inc.
00:01:EB	C-COM Corporation
00:01:F0	Tridium, Inc.
00:01:D4	Leisure Time, Inc.
00:01:D8	Teltronics, Inc.
00:01:C6	Quarry Technologies
00:01:CC	Japan Total Design Communication Co., Ltd.
00:01:D1	CoNet Communications, Inc.
00:01:B3	Precision Electronic Manufacturing
00:01:60	ELMEX Co., LTD.
00:01:5E	BEST TECHNOLOGY CO., LTD.
00:01:62	Cygnet Technologies, Inc.
00:01:69	Celestix Networks Pte Ltd.
00:01:75	Radiant Communications Corp.
00:01:59	S1 Corporation
00:01:65	AirSwitch Corporation
00:01:71	Allied Data Technologies
00:01:57	SYSWAVE CO., LTD
00:01:53	ARCHTEK TELECOM CORPORATION
00:01:44	EMC Corporation
00:30:38	XCP, INC.
00:30:DB	Mindready Solutions, Inc.
00:30:6A	PENTA MEDIA CO., LTD.
00:30:21	HSING TECH. ENTERPRISE CO.,LTD
00:30:EA	TeraForce Technology Corporation
00:30:F4	STARDOT TECHNOLOGIES
00:30:87	VEGA GRIESHABER KG
00:30:00	ALLWELL TECHNOLOGY CORP.
00:30:34	SET ENGINEERING
00:30:8D	Pinnacle Systems, Inc.
00:30:4B	ORBACOM SYSTEMS, INC.
00:30:FA	TELICA, INC.
00:01:B1	General Bandwidth
00:01:BB	Frequentis
00:01:B7	Centos, Inc.
00:01:AF	Artesyn Embedded Technologies
00:01:AB	Main Street Networks
00:01:91	SYRED Data Systems
00:01:9D	E-Control Systems, Inc.
00:01:A4	Microlink Corporation
00:01:99	HeiSei Electronics
00:01:A0	Infinilink Corporation
00:01:7C	AG-E GmbH
00:01:88	LXCO Technologies ag
00:01:78	MARGI Systems, Inc.
00:01:8B	NetLinks Co., Ltd.
00:30:F5	Wild Lab. Ltd.
00:01:84	SIEB & MEYER AG
00:30:3E	Radcom Ltd.
00:30:D7	Innovative Systems, L.L.C.
00:30:FC	Terawave Communications, Inc.
00:30:0F	IMT - Information Management T
00:30:04	LEADTEK RESEARCH INC.
00:30:18	Jetway Information Co., Ltd.
00:30:88	Ericsson
00:30:CA	Discovery Com
00:30:4F	PLANET Technology Corporation
00:01:4B	Ennovate Networks, Inc.
00:01:2C	Aravox Technologies, Inc.
00:01:34	Selectron Systems AG
00:01:3B	BNA SYSTEMS
00:01:47	Zhone Technologies
00:01:2B	TELENET Co., Ltd.
00:01:1C	Universal Talkware Corporation
00:01:23	DIGITAL ELECTRONICS CORP.
00:01:1F	RC Networks, Inc.
00:30:45	Village Networks, Inc. (VNI)
00:30:BB	CacheFlow, Inc.
00:30:53	Basler AG
00:30:72	Intellibyte Inc.
00:30:B1	TrunkNet
00:30:A7	SCHWEITZER ENGINEERING
00:D0:86	FOVEON, INC.
00:D0:5A	SYMBIONICS, LTD.
00:D0:1A	URMET  TLC S.P.A.
00:D0:F3	SOLARI DI UDINE SPA
00:D0:89	DYNACOLOR, INC.
00:D0:8D	PHOENIX GROUP, INC.
00:D0:9C	KAPADIA COMMUNICATIONS
00:D0:FE	ASTRAL POINT
00:D0:DC	MODULAR MINING SYSTEMS, INC.
00:D0:62	DIGIGRAM
00:D0:A7	TOKYO SOKKI KENKYUJO CO., LTD.
00:D0:32	YANO ELECTRIC CO., LTD.
00:D0:54	SAS INSTITUTE INC.
00:D0:EB	LIGHTERA NETWORKS, INC.
00:D0:1E	PINGTEL CORP.
00:D0:A9	SHINANO KENSHI CO., LTD.
00:30:E9	GMA COMMUNICATION MANUFACT'G
00:30:27	KERBANGO, INC.
00:30:F6	SECURELOGIX CORPORATION
00:30:B6	Cisco Systems, Inc
00:30:B2	L-3 Sonoma EO
00:30:D6	MSC VERTRIEBS GMBH
00:30:08	AVIO DIGITAL, INC.
00:30:6D	LUCENT TECHNOLOGIES
00:30:E4	CHIYODA SYSTEM RIKEN
00:30:1A	SMARTBRIDGES PTE. LTD.
00:30:CD	CONEXANT SYSTEMS, INC.
00:30:01	SMP
00:30:E1	Network Equipment Technologies, Inc.
00:50:A7	Cisco Systems, Inc
00:D0:EE	DICTAPHONE CORPORATION
00:D0:B8	Iomega Corporation
00:50:45	RIOWORKS SOLUTIONS, INC.
00:50:7C	VIDEOCON AG
00:50:65	TDK-Lambda Corporation
00:50:C7	Private
00:50:F4	SIGMATEK GMBH & CO. KG
00:50:76	IBM Corp
00:50:75	KESTREL SOLUTIONS
00:50:90	DCTRI
00:50:ED	ANDA NETWORKS
00:50:96	SALIX TECHNOLOGIES, INC.
00:50:9B	SWITCHCORE AB
00:50:A9	MOLDAT WIRELESS TECHNOLGIES
00:50:3C	TSINGHUA NOVEL ELECTRONICS
00:50:30	FUTURE PLUS SYSTEMS
00:50:37	KOGA ELECTRONICS CO.
00:50:1F	MRG SYSTEMS, LTD.
00:50:92	Rigaku Corporation Osaka Plant
00:50:1C	JATOM SYSTEMS, INC.
00:50:5C	TUNDO CORPORATION
00:50:68	ELECTRONIC INDUSTRIES ASSOCIATION
00:50:1A	IQinVision
00:50:63	OY COMSEL SYSTEM AB
00:50:DE	SIGNUM SYSTEMS CORP.
00:50:7B	MERLOT COMMUNICATIONS
00:50:78	MEGATON HOUSE, LTD.
00:50:8F	ASITA TECHNOLOGIES INT'L LTD.
00:50:57	BROADBAND ACCESS SYSTEMS
00:50:87	TERASAKI ELECTRIC CO., LTD.
00:D0:3E	ROCKETCHIPS, INC.
00:D0:3F	AMERICAN COMMUNICATION
00:D0:33	DALIAN DAXIAN NETWORK
00:D0:CE	ASYST ELECTRONIC
00:D0:90	Cisco Systems, Inc
00:D0:B6	CRESCENT NETWORKS, INC.
00:D0:D2	EPILOG CORPORATION
00:50:B6	GOOD WAY IND. CO., LTD.
00:50:FF	HAKKO ELECTRONICS CO., LTD.
00:50:32	PICAZO COMMUNICATIONS, INC.
00:50:DA	3COM CORPORATION
00:50:F9	Sensormatic Electronics LLC
00:50:F6	PAN-INTERNATIONAL INDUSTRIAL CORP.
00:50:6C	Beijer Electronics Products AB
00:50:A5	CAPITOL BUSINESS SYSTEMS, LTD.
00:50:00	NEXO COMMUNICATIONS, INC.
00:D0:71	ECHELON CORP.
00:D0:66	WINTRISS ENGINEERING CORP.
00:D0:6F	KMC CONTROLS
00:D0:4B	LA CIE GROUP S.A.
00:D0:60	Panasonic Europe Ltd.
00:D0:02	DITECH CORPORATION
00:D0:A6	LANBIRD TECHNOLOGY CO., LTD.
00:D0:DE	PHILIPS MULTIMEDIA NETWORK
00:D0:83	INVERTEX, INC.
00:D0:38	FIVEMERE, LTD.
00:D0:0C	SNIJDER MICRO SYSTEMS
00:D0:F2	MONTEREY NETWORKS
00:D0:7B	COMCAM INTERNATIONAL INC
00:D0:5D	INTELLIWORXX, INC.
00:D0:0D	MICROMERITICS INSTRUMENT
00:D0:4C	EUROTEL TELECOM LTD.
00:D0:FD	OPTIMA TELE.COM, INC.
00:30:D8	SITEK
00:30:62	IP Video Networks Inc
00:30:81	ALTOS C&C
00:D0:B0	BITSWITCH LTD.
00:D0:44	ALIDIAN NETWORKS, INC.
00:D0:04	PENTACOM LTD.
00:D0:45	KVASER AB
00:D0:D0	ZHONGXING TELECOM LTD.
00:90:2C	DATA & CONTROL EQUIPMENT LTD.
00:90:49	ENTRIDIA CORPORATION
00:90:43	Tattile SRL
00:90:76	FMT AIRCRAFT GATE SUPPORT SYSTEMS AB
00:90:17	Zypcom, Inc
00:90:7B	E-TECH, INC.
00:10:2A	ZF MICROSYSTEMS, INC.
00:10:7D	AURORA COMMUNICATIONS, LTD.
00:10:1C	OHM TECHNOLOGIES INTL, LLC
00:10:6C	EDNT GmbH
00:10:D4	STORAGE COMPUTER CORPORATION
00:10:BF	InterAir Wireless
00:10:36	INTER-TEL INTEGRATED SYSTEMS
00:10:26	ACCELERATED NETWORKS, INC.
00:10:4B	3COM CORPORATION
00:06:29	IBM Corp
00:10:04	THE BRANTLEY COILE COMPANY,INC
00:10:3A	DIAMOND NETWORK TECH
00:10:D8	CALISTA
00:10:31	OBJECTIVE COMMUNICATIONS, INC.
00:10:7E	BACHMANN ELECTRONIC GmbH
00:10:C0	ARMA, Inc.
00:10:16	T.SQWARE
00:10:3D	PHASECOM, LTD.
00:10:C2	WILLNET, INC.
00:10:7A	AmbiCom, Inc.
00:10:C4	MEDIA GLOBAL LINKS CO., LTD.
00:10:EB	SELSIUS SYSTEMS, INC.
00:10:FE	DIGITAL EQUIPMENT CORPORATION
00:10:2E	NETWORK SYSTEMS & TECHNOLOGIES PVT. LTD.
00:10:3E	NETSCHOOLS CORPORATION
00:10:49	ShoreTel, Inc
00:10:5E	Spirent plc, Service Assurance Broadband
00:50:88	AMANO CORPORATION
00:50:A8	OpenCon Systems, Inc.
00:50:62	KOUWELL ELECTRONICS CORP.  **
00:50:B1	GIDDINGS & LEWIS
00:50:0C	e-Tek Labs, Inc.
00:50:91	NETACCESS, INC.
00:50:97	MMC-EMBEDDED COMPUTERTECHNIK GmbH
00:50:AF	INTERGON, INC.
00:50:EB	ALPHA-TOP CORPORATION
00:50:BC	HAMMER STORAGE SOLUTIONS
00:90:C3	TOPIC SEMICONDUCTOR CORP.
00:90:EC	PYRESCOM
00:90:3B	TriEMS Research Lab, Inc.
00:90:74	ARGON NETWORKS, INC.
00:90:C1	Peco II, Inc.
00:10:D3	GRIPS ELECTRONIC GMBH
00:10:ED	SUNDANCE TECHNOLOGY, INC.
00:10:23	Network Equipment Technologies
00:10:4E	CEOLOGIC
00:10:FB	ZIDA TECHNOLOGIES LIMITED
00:10:AD	SOFTRONICS USB, INC.
00:10:D5	IMASDE CANARIAS, S.A.
00:10:E5	SOLECTRON TEXAS
00:90:9D	NovaTech Process Solutions, LLC
00:90:38	FOUNTAIN TECHNOLOGIES, INC.
00:90:C5	INTERNET MAGIC, INC.
00:90:AD	ASPECT ELECTRONICS, INC.
00:90:97	Sycamore Networks
00:90:08	HanA Systems Inc.
00:90:D4	BindView Development Corp.
00:90:89	SOFTCOM MICROSYSTEMS, INC.
00:90:C4	JAVELIN SYSTEMS, INC.
00:90:14	ROTORK INSTRUMENTS, LTD.
00:90:B5	NIKON CORPORATION
00:90:C6	OPTIM SYSTEMS, INC.
00:90:9B	MARKEM-IMAJE
00:90:5B	RAYMOND AND LAE ENGINEERING
00:90:E8	MOXA TECHNOLOGIES CORP., LTD.
00:90:A1	Flying Pig Systems/High End Systems Inc.
00:90:FD	CopperCom, Inc.
00:90:AC	OPTIVISION, INC.
00:90:2A	COMMUNICATION DEVICES, INC.
00:90:98	SBC DESIGNS, INC.
00:90:CF	NORTEL
00:90:0F	KAWASAKI HEAVY INDUSTRIES, LTD
00:90:36	ens, inc.
00:90:E9	JANZ COMPUTER AG
00:90:32	PELCOMBE GROUP LTD.
00:90:B8	ROHDE & SCHWARZ GMBH & CO. KG
00:90:BE	IBC/INTEGRATED BUSINESS COMPUTERS
00:90:62	ICP VORTEX COMPUTERSYSTEME GmbH
00:10:8F	RAPTOR SYSTEMS
00:10:89	WebSonic
00:10:86	ATTO Technology, Inc.
00:10:27	L-3 COMMUNICATIONS EAST
00:10:B8	ISHIGAKI COMPUTER SYSTEM CO.
00:10:4C	Teledyne LeCroy, Inc
00:10:01	Citel
00:10:CF	FIBERLANE COMMUNICATIONS
00:10:68	COMOS TELECOM
00:10:67	Ericsson
00:10:F1	I-O CORPORATION
00:10:73	TECHNOBOX, INC.
00:E0:C0	SEIWA ELECTRIC MFG. CO., LTD.
00:E0:46	BENTLY NEVADA CORP.
00:E0:15	HEIWA CORPORATION
00:E0:65	OPTICAL ACCESS INTERNATIONAL
00:E0:69	JAYCOR
00:E0:5C	Panasonic Healthcare Co., Ltd.
00:E0:87	LeCroy - Networking Productions Division
00:E0:49	MICROWI ELECTRONIC GmbH
00:E0:50	EXECUTONE INFORMATION SYSTEMS, INC.
00:E0:64	SAMSUNG ELECTRONICS
00:E0:12	PLUTO TECHNOLOGIES INTERNATIONAL INC.
00:E0:D8	LANBit Computer, Inc.
00:E0:2D	InnoMediaLogic, Inc.
00:E0:A9	FUNAI ELECTRIC CO., LTD.
00:E0:35	Artesyn Embedded Technologies
00:E0:60	SHERWOOD
00:E0:A2	MICROSLATE INC.
00:E0:6C	Ultra Electronics Limited (AEP Networks)
00:E0:CE	ARN
00:E0:5F	e-Net, Inc.
00:E0:2B	EXTREME NETWORKS
00:E0:C7	EUROTECH SRL
00:E0:C4	HORNER ELECTRIC, INC.
00:E0:4D	INTERNET INITIATIVE JAPAN, INC
00:60:7F	AURORA TECHNOLOGIES, INC.
00:E0:39	PARADYNE CORP.
00:60:91	FIRST PACIFIC NETWORKS, INC.
00:60:02	SCREEN SUBTITLING SYSTEMS, LTD
00:60:61	WHISTLE COMMUNICATIONS CORP.
00:60:BD	HUBBELL-PULSECOM
00:E0:A1	HIMA PAUL HILDEBRANDT GmbH Co. KG
00:E0:28	APTIX CORPORATION
00:E0:F2	ARLOTTO COMNET, INC.
00:E0:20	TECNOMEN OY
00:E0:C5	BCOM ELECTRONICS INC.
00:E0:EE	MAREL HF
00:E0:AC	MIDSCO, INC.
00:E0:02	CROSSROADS SYSTEMS, INC.
00:E0:57	HAN MICROTELECOM. CO., LTD.
00:E0:F0	ABLER TECHNOLOGY, INC.
00:E0:B7	PI GROUP, LTD.
00:10:B1	FOR-A CO., LTD.
00:10:41	BRISTOL BABCOCK, INC.
00:10:F7	IRIICHI TECHNOLOGIES Inc.
00:10:E6	APPLIED INTELLIGENT SYSTEMS, INC.
00:10:1E	MATSUSHITA ELECTRONIC INSTRUMENTS CORP.
00:10:F2	ANTEC
00:10:BE	MARCH NETWORKS CORPORATION
00:60:58	COPPER MOUNTAIN COMMUNICATIONS, INC.
00:60:1B	MESA ELECTRONICS
00:60:FF	QuVis, Inc.
00:60:56	NETWORK TOOLS, INC.
00:60:D8	ELMIC SYSTEMS, INC.
00:60:7A	DVS GMBH
00:60:97	3COM CORPORATION
00:60:E3	ARBIN INSTRUMENTS
00:E0:FD	A-TREND TECHNOLOGY CO., LTD.
00:E0:FB	LEIGHTRONIX, INC.
00:E0:D3	DATENTECHNIK GmbH
00:E0:5E	JAPAN AVIATION ELECTRONICS INDUSTRY, LTD.
00:E0:E5	CINCO NETWORKS, INC.
00:A0:FD	SCITEX DIGITAL PRINTING, INC.
00:A0:F5	RADGUARD LTD.
00:A0:22	CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING
00:A0:87	Microsemi Corporation
00:A0:07	APEXX TECHNOLOGY, INC.
00:A0:66	ISA CO., LTD.
00:A0:AB	NETCS INFORMATIONSTECHNIK GMBH
00:A0:D8	SPECTRA - TEK
00:A0:1A	BINAR ELEKTRONIK AB
00:A0:E8	REUTERS HOLDINGS PLC
00:A0:76	CARDWARE LAB, INC.
00:A0:A3	RELIABLE POWER METERS
00:A0:55	Data Device Corporation
00:A0:65	Symantec Corporation
00:A0:44	NTT IT CO., LTD.
00:60:08	3COM CORPORATION
00:60:EF	FLYTECH TECHNOLOGY CO., LTD.
00:60:98	HT COMMUNICATIONS
00:60:F7	DATAFUSION SYSTEMS
00:60:DE	Kayser-Threde GmbH
00:60:D0	SNMP RESEARCH INCORPORATED
00:60:79	Mainstream Data, Inc.
00:60:20	PIVOTAL NETWORKING, INC.
00:05:A8	WYLE ELECTRONICS
00:60:B7	CHANNELMATIC, INC.
00:60:A3	CONTINUUM TECHNOLOGY CORP.
00:60:50	INTERNIX INC.
00:60:E0	AXIOM TECHNOLOGY CO., LTD.
00:60:A8	TIDOMAT AB
00:A0:56	MICROPROSS
00:A0:51	ANGIA COMMUNICATIONS. INC.
00:A0:A6	M.I. SYSTEMS, K.K.
00:A0:5F	BTG Electronics Design BV
00:A0:94	COMSAT CORPORATION
00:A0:10	SYSLOGIC DATENTECHNIK AG
00:A0:63	JRL SYSTEMS, INC.
00:A0:8F	DESKNET SYSTEMS, INC.
00:A0:CC	LITE-ON COMMUNICATIONS, INC.
00:A0:90	TimeStep Corporation
00:A0:F7	V.I COMPUTER CORP.
00:A0:9C	Xyplex, Inc.
00:A0:92	H. BOLLMANN MANUFACTURERS, LTD
00:A0:4D	EDA INSTRUMENTS, INC.
00:A0:DB	FISHER & PAYKEL PRODUCTION
00:A0:A5	TEKNOR MICROSYSTEME, INC.
00:A0:18	CREATIVE CONTROLLERS, INC.
00:A0:9F	COMMVISION CORP.
00:A0:6B	DMS DORSCH MIKROSYSTEM GMBH
00:60:51	QUALITY SEMICONDUCTOR
00:60:5E	LIBERTY TECHNOLOGY NETWORKING
00:60:C6	DCS AG
00:60:9E	ASC X3 - INFORMATION TECHNOLOGY STANDARDS SECRETARIATS
00:60:84	DIGITAL VIDEO
00:60:2D	ALERTON TECHNOLOGIES, INC.
00:60:93	VARIAN
00:60:E2	QUEST ENGINEERING & DEVELOPMENT
00:A0:39	ROSS TECHNOLOGY, INC.
00:A0:6D	MANNESMANN TALLY CORPORATION
00:60:8E	HE ELECTRONICS, TECHNOLOGIE & SYSTEMTECHNIK GmbH
00:60:F0	JOHNSON & JOHNSON MEDICAL, INC
00:60:D2	LUCENT TECHNOLOGIES TAIWAN TELECOMMUNICATIONS CO., LTD.
00:60:77	PRISA NETWORKS
00:60:AB	LARSCOM INCORPORATED
00:60:E9	ATOP TECHNOLOGIES, INC.
00:60:8B	ConferTech International
00:60:C3	NETVISION CORPORATION
00:A0:A0	COMPACT DATA, LTD.
00:A0:24	3COM CORPORATION
00:A0:8B	ASTON ELECTRONIC DESIGNS LTD.
00:A0:AA	SPACELABS MEDICAL
00:A0:4F	AMERITEC CORP.
00:A0:73	COM21, INC.
00:A0:84	Dataplex Pty Ltd
00:A0:34	AXEL
00:C0:BC	TELECOM AUSTRALIA/CSSC
00:C0:EF	ABIT CORPORATION
00:C0:3C	TOWER TECH S.R.L.
00:C0:61	SOLECTEK CORPORATION
00:C0:74	TOYODA AUTOMATIC LOOM
00:C0:7F	NUPON COMPUTING CORP.
00:C0:27	CIPHER SYSTEMS, INC.
00:C0:25	DATAPRODUCTS CORPORATION
00:C0:22	LASERMASTER TECHNOLOGIES, INC.
00:C0:E6	Verilink Corporation
00:C0:5C	ELONEX PLC
00:C0:C1	QUAD/GRAPHICS, INC.
00:C0:91	JABIL CIRCUIT, INC.
00:C0:02	SERCOMM CORPORATION
00:C0:F5	METACOMP, INC.
00:C0:42	DATALUX CORP.
00:C0:89	TELINDUS DISTRIBUTION
00:C0:9D	DISTRIBUTED SYSTEMS INT'L, INC
00:C0:A5	DICKENS DATA SYSTEMS
00:C0:E3	OSITECH COMMUNICATIONS, INC.
00:C0:71	AREANEX COMMUNICATIONS, INC.
00:C0:AF	TEKLOGIX INC.
00:20:9F	MERCURY COMPUTER SYSTEMS, INC.
00:20:B7	NAMAQUA COMPUTERWARE
00:20:1B	NORTHERN TELECOM/NETWORK
00:20:C0	PULSE ELECTRONICS, INC.
00:20:8D	CMD TECHNOLOGY
00:20:DD	Cybertec Pty Ltd
00:20:BD	NIOBRARA R & D CORPORATION
00:20:E6	LIDKOPING MACHINE TOOLS AB
00:20:47	STEINBRECHER CORP.
00:20:B5	YASKAWA ELECTRIC CORPORATION
00:20:72	WORKLINK INNOVATIONS
00:20:B8	PRIME OPTION, INC.
00:20:92	CHESS ENGINEERING B.V.
00:20:B9	METRICOM, INC.
00:20:6B	KONICA MINOLTA HOLDINGS, INC.
00:20:FC	MATROX
00:C0:03	GLOBALNET COMMUNICATIONS
00:C0:C3	ACUSON COMPUTED SONOGRAPHY
00:C0:4D	MITEC, INC.
00:C0:55	MODULAR COMPUTING TECHNOLOGIES
00:C0:67	UNITED BARCODE INDUSTRIES
00:C0:B4	MYSON TECHNOLOGY, INC.
00:C0:80	NETSTAR, INC.
00:C0:15	NEW MEDIA CORPORATION
00:70:B3	DATA RECALL LTD.
00:E6:D3	NIXDORF COMPUTER CORP.
00:C0:83	TRACE MOUNTAIN PRODUCTS, INC.
00:C0:05	LIVINGSTON ENTERPRISES, INC.
00:C0:64	GENERAL DATACOMM IND. INC.
00:C0:C8	MICRO BYTE PTY. LTD.
00:C0:90	PRAIM S.R.L.
00:C0:11	INTERACTIVE COMPUTING DEVICES
00:C0:FD	PROSUM
00:C0:41	DIGITAL TRANSMISSION SYSTEMS
00:C0:0F	QUANTUM SOFTWARE SYSTEMS LTD.
00:C0:76	I-DATA INTERNATIONAL A-S
00:C0:C6	PERSONAL MEDIA CORP.
00:C0:3B	MULTIACCESS COMPUTING CORP.
00:20:F4	SPECTRIX CORPORATION
00:20:4E	NETWORK SECURITY SYSTEMS, INC.
00:20:27	MING FORTUNE INDUSTRY CO., LTD
00:20:ED	GIGA-BYTE TECHNOLOGY CO., LTD.
00:20:0E	SATELLITE TECHNOLOGY MGMT, INC
00:20:96	Invensys
00:20:BB	ZAX CORPORATION
00:20:4D	INOVIS GMBH
00:20:89	T3PLUS NETWORKING, INC.
00:20:5F	GAMMADATA COMPUTER GMBH
00:20:35	IBM Corp
00:20:E2	INFORMATION RESOURCE ENGINEERING
00:20:58	ALLIED SIGNAL INC.
00:20:81	TITAN ELECTRONICS
00:20:1D	KATANA PRODUCTS
00:20:CF	TEST & MEASUREMENT SYSTEMS INC
00:20:43	NEURON COMPANY LIMITED
00:20:18	CIS TECHNOLOGY INC.
00:20:31	Tattile SRL
00:20:DE	JAPAN DIGITAL LABORAT'Y CO.LTD
00:20:F7	CYBERDATA CORPORATION
00:20:EE	GTECH CORPORATION
00:20:8C	GALAXY NETWORKS, INC.
00:20:63	WIPRO INFOTECH LTD.
00:20:DC	DENSITRON TAIWAN LTD.
00:20:78	RUNTOP, INC.
00:20:42	DATAMETRICS CORP.
00:20:F8	CARRERA COMPUTERS, INC.
00:20:0C	ADASTRA SYSTEMS CORP.
00:20:C4	INET,INC.
00:C0:99	YOSHIKI INDUSTRIAL CO.,LTD.
00:C0:FC	ELASTIC REALITY, INC.
00:C0:D0	RATOC SYSTEM INC.
00:C0:7A	PRIVA B.V.
00:07:01	RACAL-DATACOM
00:C0:9C	HIOKI E.E. CORPORATION
00:C0:04	JAPAN BUSINESS COMPUTER CO.LTD
00:C0:62	IMPULSE TECHNOLOGY
00:02:67	NODE RUNNER, INC.
00:20:64	PROTEC MICROSYSTEMS, INC.
00:20:32	ALCATEL TAISEL
00:20:7F	KYOEI SANGYO CO., LTD.
00:20:77	KARDIOS SYSTEMS CORP.
00:20:68	ISDYNE
00:20:2A	N.V. DZINE
00:80:06	COMPUADD CORPORATION
00:80:EF	RATIONAL
00:80:C4	DOCUMENT TECHNOLOGIES, INC.
00:80:95	BASIC MERTON HANDELSGES.M.B.H.
00:80:53	INTELLICOM, INC.
00:80:26	NETWORK PRODUCTS CORPORATION
00:80:FE	AZURE TECHNOLOGIES, INC.
00:80:28	TRADPOST (HK) LTD
00:80:B6	THEMIS COMPUTER
00:80:C0	PENRIL DATACOMM
00:80:F5	Quantel Ltd
00:40:1D	INVISIBLE SOFTWARE, INC.
00:40:BD	STARLIGHT NETWORKS, INC.
00:40:6D	LANCO, INC.
00:40:4D	TELECOMMUNICATIONS TECHNIQUES
00:40:A5	CLINICOMP INTL.
00:40:59	YOSHIDA KOGYO K. K.
00:40:21	RASTER GRAPHICS
00:40:81	MANNESMANN SCANGRAPHIC GMBH
00:80:6C	CEGELEC PROJECTS LTD
00:40:4A	WEST AUSTRALIAN DEPARTMENT
00:40:0A	PIVOTAL TECHNOLOGIES, INC.
00:40:32	DIGITAL COMMUNICATIONS
00:40:42	N.A.T. GMBH
00:40:C2	APPLIED COMPUTING DEVICES
00:40:3C	FORKS, INC.
00:40:C4	KINKEI SYSTEM CORPORATION
00:40:D1	FUKUDA DENSHI CO., LTD.
00:40:24	COMPAC INC.
00:40:B6	COMPUTERM  CORPORATION
00:40:3F	SSANGYONG COMPUTER SYSTEMS
00:40:03	Emerson Process Management Power & Water Solutions, Inc.
00:40:90	ANSEL COMMUNICATIONS
00:40:9A	NETWORK EXPRESS, INC.
00:40:DE	Elsag Datamat spa
00:40:63	VIA TECHNOLOGIES, INC.
00:40:6C	COPERNIQUE
00:40:DF	DIGALOG SYSTEMS, INC.
00:40:15	ASCOM INFRASYS AG
00:80:56	SPHINX Electronics GmbH & Co KG
00:80:60	NETWORK INTERFACE CORPORATION
00:80:5E	LSI LOGIC CORPORATION
00:80:93	XYRON CORPORATION
00:C0:5D	L&N TECHNOLOGIES
00:C0:E4	SIEMENS BUILDING
00:C0:1B	SOCKET COMMUNICATIONS, INC.
00:C0:6E	HAFT TECHNOLOGY, INC.
00:40:6F	SYNC RESEARCH INC.
00:40:1F	COLORGRAPH LTD
00:40:CF	STRAWBERRY TREE, INC.
00:40:F7	Polaroid Corporation
00:40:37	SEA-ILAN, INC.
00:40:CC	SILCOM MANUF'G TECHNOLOGY INC.
00:40:52	STAR TECHNOLOGIES, INC.
